timestamp,rv_ratio,rv_weight,rv_contribution,iv_ratio,iv_weight,iv_contribution,combined_volatility_score,expected_combined_volatility_score,combined_score_error,expected_volatility_width_multiplier,recorded_volatility_width_multiplier,recorded_mode_width_multiplier,expected_mode_width_multiplier,expected_grid_width,expected_grid_width_from_recorded_multipliers,recorded_grid_width,grid_width_error,recorded_grid_width_formula_error,final_width_multiplier,mode,volatility_state,direction_state
2026-08-24T04:01:01.872Z,3.1501582499228165,0.75,2.3626186874421125,0.9982873413114683,0.25,0.2495718353278671,2.6121905227699793,2.6121905227699793,0.0,2.0,2.0,1.5,1.5,0.03,0.03,0.03,0.0,0.0,3.0,defensive,high,neutral
2026-08-24T04:01:06.873Z,3.1253660544237234,0.75,2.3440245408177924,0.998340773092692,0.25,0.249585193273173,2.5936097340909656,2.5936097340909656,0.0,2.0,1.2339962141235352,1.5,1.5,0.03,0.01850994321185303,0.01850994321185303,0.01149005678814697,0.0,1.8509943211853028,defensive,high,neutral
2026-08-24T04:01:11.873Z,1.3126123815172337,0.75,0.9844592861379253,0.9981477119424399,0.25,0.24953692798560997,1.2339962141235352,1.2339962141235352,0.0,1.2339962141235352,0.9539167569189744,1.5,1.5,0.01850994321185303,0.014308751353784614,0.014308751353784616,0.004201191858068413,1.734723475976807e-18,1.4308751353784617,defensive,normal,neutral
2026-08-24T04:01:16.874Z,0.9393051566088977,0.75,0.7044788674566733,0.9977515578492044,0.25,0.2494378894623011,0.9539167569189744,0.9539167569189744,0.0,0.9539167569189744,0.9732681465952098,1.0,1.0,0.009539167569189743,0.009732681465952098,0.009732681465952098,0.00019351389676235467,0.0,0.9732681465952098,normal,normal,neutral
2026-08-24T04:01:21.875Z,0.9651070095105448,0.75,0.7238302571329086,0.9977515578492044,0.25,0.2494378894623011,0.9732681465952098,0.9732681465952098,0.0,0.9732681465952098,0.973068409398258,1.0,1.0,0.009732681465952098,0.00973068409398258,0.00973068409398258,1.997371969517797e-06,0.0,0.973068409398258,normal,normal,neutral
2026-08-24T04:01:26.876Z,0.9648406932479426,0.75,0.723630519935957,0.9977515578492044,0.25,0.2494378894623011,0.973068409398258,0.973068409398258,0.0,0.973068409398258,0.9894899312269537,1.0,1.0,0.00973068409398258,0.009894899312269537,0.009894899312269537,0.00016421521828695676,0.0,0.9894899312269537,normal,normal,neutral
2026-08-24T04:01:31.877Z,0.9860793678199393,0.75,0.7395595258649545,0.9997216214479967,0.25,0.24993040536199918,0.9894899312269537,0.9894899312269537,0.0,0.9894899312269537,0.9899824471266518,1.0,1.0,0.009894899312269537,0.009899824471266519,0.009899824471266519,4.925158996981621e-06,0.0,0.9899824471266518,normal,normal,neutral
2026-08-24T04:01:36.878Z,0.9860793678199393,0.75,0.7395595258649545,1.001691685046789,0.25,0.25042292126169724,0.9899824471266518,0.9899824471266518,0.0,0.9899824471266518,1.0203057764440508,1.0,1.0,0.009899824471266519,0.010203057764440509,0.010203057764440507,0.00030323329317398853,1.734723475976807e-18,1.0203057764440506,normal,normal,neutral
2026-08-24T04:01:41.879Z,1.0265104735764714,0.75,0.7698828551823536,1.001691685046789,0.25,0.25042292126169724,1.0203057764440508,1.0203057764440508,0.0,1.0203057764440508,0.9929486584524969,1.0,1.0,0.010203057764440507,0.00992948658452497,0.00992948658452497,0.00027357117991553756,0.0,0.9929486584524969,normal,normal,neutral
2026-08-24T04:01:46.881Z,0.9900343162543995,0.75,0.7425257371907996,1.001691685046789,0.25,0.25042292126169724,0.9929486584524969,0.9929486584524969,0.0,0.9929486584524969,0.7986326655807414,1.0,1.0,0.00992948658452497,0.007986326655807414,0.007986326655807414,0.0019431599287175558,0.0,0.7986326655807413,normal,normal,neutral
2026-08-24T04:01:51.881Z,0.730603706002414,0.75,0.5479527795018104,1.0027195443157242,0.25,0.25067988607893105,0.7986326655807414,0.7986326655807414,0.0,0.7986326655807414,0.8004191621992113,1.0,1.0,0.007986326655807414,0.008004191621992113,0.008004191621992113,1.7864966184699335e-05,0.0,0.8004191621992113,normal,normal,neutral
2026-08-24T04:01:56.882Z,0.7326430817373953,0.75,0.5494823113030465,1.0037474035846592,0.25,0.2509368508961648,0.8004191621992113,0.8004191621992113,0.0,0.8004191621992113,0.839409069212101,1.0,1.0,0.008004191621992113,0.00839409069212101,0.00839409069212101,0.0003898990701288966,0.0,0.8394090692121009,normal,normal,neutral
2026-08-24T04:02:01.883Z,0.7846296244212483,0.75,0.5884722183159362,1.0037474035846592,0.25,0.2509368508961648,0.839409069212101,0.839409069212101,0.0,0.839409069212101,0.8401778590838329,1.0,1.0,0.00839409069212101,0.00840177859083833,0.008401778590838328,7.687898717318592e-06,1.734723475976807e-18,0.8401778590838328,normal,normal,neutral
2026-08-24T04:02:06.884Z,0.7856546775835574,0.75,0.5892410081876681,1.0037474035846592,0.25,0.2509368508961648,0.8401778590838329,0.8401778590838329,0.0,0.8401778590838329,0.8082129569290928,1.0,1.0,0.008401778590838328,0.008082129569290927,0.008082129569290927,0.000319649021547401,0.0,0.8082129569290927,normal,normal,neutral
2026-08-24T04:02:11.884Z,0.7434273931813445,0.75,0.5575705448860084,1.0025696481723376,0.25,0.2506424120430844,0.8082129569290928,0.8082129569290928,0.0,0.8082129569290928,0.75,1.0,1.0,0.008082129569290927,0.0075,0.0075,0.0005821295692909276,0.0,0.75,normal,normal,neutral
2026-08-24T04:02:16.886Z,0.49563169872199464,0.75,0.371723774041496,1.0013918927600163,0.25,0.25034797319000407,0.6220717472315,0.6220717472315,0.0,0.75,0.75,1.0,1.0,0.0075,0.0075,0.0075,0.0,0.0,0.75,normal,normal,neutral
2026-08-24T04:02:21.887Z,0.44557311096395563,0.75,0.33417983322296674,1.0013918927600163,0.25,0.25034797319000407,0.5845278064129709,0.5845278064129709,0.0,0.75,0.75,1.0,1.0,0.0075,0.0075,0.0075,0.0,0.0,0.75,normal,normal,neutral
2026-08-24T04:02:26.888Z,0.4850753704237294,0.75,0.36380652781779704,1.0013918927600163,0.25,0.25034797319000407,0.6141545010078011,0.6141545010078011,0.0,0.75,0.7841785078400954,1.0,1.0,0.0075,0.007841785078400953,0.007841785078400955,0.00034178507840095483,1.734723475976807e-18,0.7841785078400955,normal,normal,neutral
2026-08-24T04:02:31.889Z,0.7117740462001217,0.75,0.5338305346500913,1.0013918927600163,0.25,0.25034797319000407,0.7841785078400954,0.7841785078400954,0.0,0.7841785078400954,0.8428786553898404,1.0,1.0,0.007841785078400955,0.008428786553898405,0.008428786553898403,0.0005870014754974489,1.734723475976807e-18,0.8428786553898403,normal,normal,neutral
2026-08-24T04:02:36.890Z,0.790033771688192,0.75,0.592525328766144,1.0014133064947857,0.25,0.2503533266236964,0.8428786553898404,0.8428786553898404,0.0,0.8428786553898404,0.8197489789345695,1.0,1.0,0.008428786553898403,0.008197489789345695,0.008197489789345695,0.00023129676455270823,0.0,0.8197489789345695,normal,normal,neutral
2026-08-24T04:02:41.891Z,0.7591942030811643,0.75,0.5693956523108732,1.0014133064947857,0.25,0.2503533266236964,0.8197489789345695,0.8197489789345695,0.0,0.8197489789345695,0.8371369308402512,1.0,1.0,0.008197489789345695,0.008371369308402512,0.008371369308402512,0.00017387951905681667,0.0,0.8371369308402512,normal,normal,neutral
2026-08-24T04:02:46.892Z,0.7823781389554064,0.75,0.5867836042165548,1.0014133064947857,0.25,0.2503533266236964,0.8371369308402512,0.8371369308402512,0.0,0.8371369308402512,0.8842554460362493,1.0,1.0,0.008371369308402512,0.008842554460362494,0.008842554460362494,0.00047118515195998176,0.0,0.8842554460362494,normal,normal,neutral
2026-08-24T04:02:51.894Z,0.8452028258834038,0.75,0.6339021194125528,1.0014133064947857,0.25,0.2503533266236964,0.8842554460362493,0.8842554460362493,0.0,0.8842554460362493,0.8841483773624018,1.0,1.0,0.008842554460362494,0.008841483773624018,0.008841483773624018,1.0706867384756985e-06,0.0,0.8841483773624018,normal,normal,neutral
2026-08-24T04:02:56.895Z,0.8452028258834038,0.75,0.6339021194125528,1.000985031799396,0.25,0.250246257949849,0.8841483773624018,0.8841483773624018,0.0,0.8841483773624018,0.8567863022862268,1.0,1.0,0.008841483773624018,0.008567863022862268,0.008567863022862268,0.0002736207507617501,0.0,0.8567863022862268,normal,normal,neutral
2026-08-24T04:03:01.895Z,0.8087200591151704,0.75,0.6065400443363778,1.000985031799396,0.25,0.250246257949849,0.8567863022862268,0.8567863022862268,0.0,0.8567863022862268,0.8560333245380722,1.0,1.0,0.008567863022862268,0.008560333245380723,0.008560333245380723,7.529777481545333e-06,0.0,0.8560333245380722,normal,normal,neutral
2026-08-24T04:03:06.896Z,0.8077160887842977,0.75,0.6057870665882232,1.000985031799396,0.25,0.250246257949849,0.8560333245380722,0.8560333245380722,0.0,0.8560333245380722,0.9393980727737962,1.0,1.0,0.008560333245380723,0.009393980727737962,0.009393980727737962,0.0008336474823572391,0.0,0.9393980727737962,normal,normal,neutral
2026-08-24T04:03:11.898Z,0.9188690864319295,0.75,0.6891518148239472,1.000985031799396,0.25,0.250246257949849,0.9393980727737962,0.9393980727737962,0.0,0.9393980727737962,1.1871635503530455,1.0,1.0,0.009393980727737962,0.011871635503530455,0.011871635503530455,0.0024776547757924938,0.0,1.1871635503530455,normal,normal,neutral
2026-08-24T04:03:16.898Z,1.2495728142054967,0.75,0.9371796106541226,0.9999357587956915,0.25,0.24998393969892288,1.1871635503530455,1.1871635503530455,0.0,1.1871635503530455,1.2165559020643448,1.0,1.0,0.011871635503530455,0.012165559020643448,0.012165559020643448,0.0002939235171129928,0.0,1.2165559020643448,normal,normal,neutral
2026-08-24T04:03:21.899Z,1.2887554788813447,0.75,0.9665666091610086,0.9999571716133453,0.25,0.24998929290333632,1.2165559020643448,1.2165559020643448,0.0,1.2165559020643448,1.200626961111923,1.0,1.0,0.012165559020643448,0.01200626961111923,0.01200626961111923,0.00015928940952421831,0.0,1.200626961111923,normal,normal,neutral
2026-08-24T04:03:26.899Z,1.2673884057848182,0.75,0.9505413043386136,1.0003426270932374,0.25,0.25008565677330935,1.200626961111923,1.200626961111923,0.0,1.200626961111923,1.0803685479101126,1.0,1.0,0.01200626961111923,0.010803685479101125,0.010803685479101125,0.0012025841320181044,0.0,1.0803685479101126,normal,normal,neutral
2026-08-24T04:03:31.900Z,1.107043854849071,0.75,0.8302828911368033,1.0003426270932374,0.25,0.25008565677330935,1.0803685479101126,1.0803685479101126,0.0,1.0803685479101126,1.0321644975608475,1.0,1.0,0.010803685479101125,0.010321644975608476,0.010321644975608476,0.0004820405034926499,0.0,1.0321644975608475,normal,normal,neutral
2026-08-24T04:03:36.901Z,1.0427717877167175,0.75,0.7820788407875381,1.0003426270932374,0.25,0.25008565677330935,1.0321644975608475,1.0321644975608475,0.0,1.0321644975608475,1.0404394328498443,1.0,1.0,0.010321644975608476,0.010404394328498443,0.010404394328498443,8.274935288996726e-05,0.0,1.0404394328498443,normal,normal,neutral
2026-08-24T04:03:41.903Z,1.0538121751259448,0.75,0.7903591313444587,1.0003212060215423,0.25,0.25008030150538557,1.0404394328498443,1.0404394328498443,0.0,1.0404394328498443,1.069194632968106,1.0,1.0,0.010404394328498443,0.01069194632968106,0.01069194632968106,0.00028755200118261645,0.0,1.069194632968106,normal,normal,neutral
2026-08-24T04:03:46.903Z,1.0928733710208665,0.75,0.8196550282656498,0.9981584188098246,0.25,0.24953960470245615,1.069194632968106,1.069194632968106,0.0,1.069194632968106,1.0328289391244705,1.0,1.0,0.01069194632968106,0.010328289391244706,0.010328289391244704,0.00036365693843635506,1.734723475976807e-18,1.0328289391244705,normal,normal,neutral
2026-08-24T04:03:51.904Z,1.0443857792293525,0.75,0.7832893344220144,0.9981584188098246,0.25,0.24953960470245615,1.0328289391244705,1.0328289391244705,0.0,1.0328289391244705,1.0996883991501178,1.0,1.0,0.010328289391244704,0.010996883991501179,0.010996883991501179,0.0006685946002564745,0.0,1.0996883991501178,normal,normal,neutral
2026-08-24T04:03:56.905Z,1.1335317259302158,0.75,0.8501487944476618,0.9981584188098246,0.25,0.24953960470245615,1.0996883991501178,1.0996883991501178,0.0,1.0996883991501178,1.0957920810224873,1.0,1.0,0.010996883991501179,0.010957920810224873,0.010957920810224873,3.8963181276305964e-05,0.0,1.0957920810224873,normal,normal,neutral
2026-08-24T04:04:01.906Z,1.1283366350933748,0.75,0.8462524763200311,0.9981584188098246,0.25,0.24953960470245615,1.0957920810224873,1.0957920810224873,0.0,1.0957920810224873,1.0955262735947682,1.0,1.0,0.010957920810224873,0.010955262735947682,0.010955262735947682,2.658074277191169e-06,0.0,1.0955262735947682,normal,normal,neutral
2026-08-24T04:04:06.907Z,1.128489016912627,0.75,0.8463667626844702,0.9966380436411915,0.25,0.24915951091029787,1.0955262735947682,1.0955262735947682,0.0,1.0955262735947682,1.0287539257094838,1.0,1.0,0.010955262735947682,0.010287539257094839,0.010287539257094839,0.0006677234788528431,0.0,1.0287539257094838,normal,normal,neutral
2026-08-24T04:04:11.908Z,1.0394592197322479,0.75,0.7795944147991859,0.9966380436411915,0.25,0.24915951091029787,1.0287539257094838,1.0287539257094838,0.0,1.0287539257094838,0.7644838138642833,1.0,1.0,0.010287539257094839,0.0076448381386428335,0.007644838138642833,0.002642701118452006,8.673617379884035e-19,0.7644838138642832,normal,normal,neutral
2026-08-24T04:04:16.910Z,0.6870990706053139,0.75,0.5153243029539855,0.9966380436411915,0.25,0.24915951091029787,0.7644838138642833,0.7644838138642833,0.0,0.7644838138642833,0.7629169806039576,1.0,1.0,0.007644838138642833,0.007629169806039576,0.007629169806039576,1.56683326032565e-05,0.0,0.7629169806039576,normal,normal,neutral
2026-08-24T04:04:21.910Z,0.6850099595915463,0.75,0.5137574696936598,0.9966380436411915,0.25,0.24915951091029787,0.7629169806039576,0.7629169806039576,0.0,0.7629169806039576,0.7634799234097086,1.0,1.0,0.007629169806039576,0.007634799234097087,0.007634799234097086,5.629428057509628e-06,8.673617379884035e-19,0.7634799234097086,normal,normal,neutral
2026-08-24T04:04:26.911Z,0.6858676186730617,0.75,0.5144007140047963,0.9963168376196493,0.25,0.24907920940491232,0.7634799234097086,0.7634799234097086,0.0,0.7634799234097086,0.75,1.0,1.0,0.007634799234097086,0.0075,0.0075,0.00013479923409708602,0.0,0.75,normal,normal,neutral
2026-08-24T04:04:31.913Z,0.6435624004565847,0.75,0.48267180034243856,0.9963168376196493,0.25,0.24907920940491232,0.7317510097473509,0.7317510097473509,0.0,0.75,0.8019441992874421,1.0,1.0,0.0075,0.00801944199287442,0.00801944199287442,0.0005194419928744205,0.0,0.801944199287442,normal,normal,neutral
2026-08-24T04:04:36.913Z,0.737153319843373,0.75,0.5528649898825297,0.9963168376196493,0.25,0.24907920940491232,0.8019441992874421,0.8019441992874421,0.0,0.8019441992874421,0.7793443533628238,1.0,1.0,0.00801944199287442,0.0077934435336282385,0.007793443533628238,0.00022599845924618257,8.673617379884035e-19,0.7793443533628237,normal,normal,neutral
2026-08-24T04:04:41.914Z,0.707020191943882,0.75,0.5302651439579115,0.9963168376196493,0.25,0.24907920940491232,0.7793443533628238,0.7793443533628238,0.0,0.7793443533628238,0.75,1.0,1.0,0.007793443533628238,0.0075,0.0075,0.00029344353362823795,0.0,0.75,normal,normal,neutral
2026-08-24T04:04:46.916Z,0.6629411776872103,0.75,0.4972058832654077,0.9955887706374869,0.25,0.2488971926593717,0.7461030759247794,0.7461030759247794,0.0,0.75,0.75,1.0,1.0,0.0075,0.0075,0.0075,0.0,0.0,0.75,normal,normal,neutral
2026-08-24T04:04:51.917Z,0.6571980311480613,0.75,0.492898523361046,0.9955887706374869,0.25,0.2488971926593717,0.7417957160204177,0.7417957160204177,0.0,0.75,0.75,1.0,1.0,0.0075,0.0075,0.0075,0.0,0.0,0.75,normal,normal,neutral
2026-08-24T04:04:56.918Z,0.5289028842941069,0.75,0.3966771632205802,0.9955887706374869,0.25,0.2488971926593717,0.6455743558799519,0.6455743558799519,0.0,0.75,0.75,1.0,1.0,0.0075,0.0075,0.0075,0.0,0.0,0.75,normal,normal,neutral
2026-08-24T04:05:01.918Z,0.5295040607047143,0.75,0.39712804552853576,0.9955887706374869,0.25,0.2488971926593717,0.6460252381879075,0.6460252381879075,0.0,0.75,0.75,1.0,1.0,0.0075,0.0075,0.0075,0.0,0.0,0.75,normal,normal,neutral
2026-08-24T04:05:06.920Z,0.6369621677090804,0.75,0.4777216257818103,0.9927835713826848,0.25,0.2481958928456712,0.7259175186274816,0.7259175186274816,0.0,0.75,0.8113305727351984,1.0,1.0,0.0075,0.008113305727351984,0.008113305727351984,0.000613305727351984,0.0,0.8113305727351984,normal,normal,neutral
2026-08-24T04:05:11.921Z,0.7508462398527028,0.75,0.5631346798895271,0.9927835713826848,0.25,0.2481958928456712,0.8113305727351984,0.8113305727351984,0.0,0.8113305727351984,0.75,1.0,1.0,0.008113305727351984,0.0075,0.0075,0.000613305727351984,0.0,0.75,normal,normal,neutral
2026-08-24T04:05:16.922Z,0.6514892561216181,0.75,0.4886169420912136,0.9927835713826848,0.25,0.2481958928456712,0.7368128349368848,0.7368128349368848,0.0,0.75,1.1767700743107545,1.0,1.0,0.0075,0.011767700743107545,0.011767700743107545,0.004267700743107545,0.0,1.1767700743107545,normal,normal,neutral
2026-08-24T04:05:21.923Z,1.2380989086201113,0.75,0.9285741814650834,0.9927835713826848,0.25,0.2481958928456712,1.1767700743107545,1.1767700743107545,0.0,1.1767700743107545,1.2371565299011555,1.0,1.0,0.011767700743107545,0.012371565299011556,0.012371565299011554,0.0006038645559040094,1.734723475976807e-18,1.2371565299011553,normal,normal,neutral
2026-08-24T04:05:26.924Z,1.317536358090582,0.75,0.9881522685679365,0.9960170453328765,0.25,0.24900426133321912,1.2371565299011555,1.2371565299011555,0.0,1.2371565299011555,1.2563030071539287,1.0,1.0,0.012371565299011554,0.012563030071539288,0.012563030071539288,0.00019146477252773332,0.0,1.2563030071539287,normal,normal,neutral
2026-08-24T04:05:31.925Z,1.343064994427613,0.75,1.0072987458207097,0.9960170453328765,0.25,0.24900426133321912,1.2563030071539287,1.2563030071539287,0.0,1.2563030071539287,1.1795864590048872,1.0,1.0,0.012563030071539288,0.011795864590048872,0.011795864590048872,0.0007671654814904155,0.0,1.1795864590048872,normal,normal,neutral
2026-08-24T04:05:36.926Z,1.2407762635622241,0.75,0.9305821976716682,0.9960170453328765,0.25,0.24900426133321912,1.1795864590048872,1.1795864590048872,0.0,1.1795864590048872,1.1729790834146465,1.0,1.0,0.011795864590048872,0.011729790834146466,0.011729790834146466,6.607375590240647e-05,0.0,1.1729790834146465,normal,normal,neutral
2026-08-24T04:05:41.926Z,1.2319664294419033,0.75,0.9239748220814274,0.9960170453328765,0.25,0.24900426133321912,1.1729790834146465,1.1729790834146465,0.0,1.1729790834146465,1.1549182482629012,1.0,1.0,0.011729790834146466,0.011549182482629013,0.011549182482629011,0.00018060835151745454,1.734723475976807e-18,1.154918248262901,normal,normal,neutral
2026-08-24T04:05:46.927Z,1.209070209230154,0.75,0.9068026569226155,0.9924623653611426,0.25,0.24811559134028566,1.1549182482629012,1.1549182482629012,0.0,1.1549182482629012,1.2104111334820749,1.0,1.0,0.011549182482629011,0.012104111334820748,0.012104111334820748,0.000554928852191737,0.0,1.2104111334820749,normal,normal,neutral
2026-08-24T04:05:51.928Z,1.283060722855719,0.75,0.9622955421417891,0.9924623653611426,0.25,0.24811559134028566,1.2104111334820749,1.2104111334820749,0.0,1.2104111334820749,1.4381073546959,1.0,1.0,0.012104111334820748,0.014381073546959,0.014381073546959,0.002276962212138252,0.0,1.4381073546959,normal,normal,neutral
2026-08-24T04:05:56.929Z,1.5866556844741524,0.75,1.1899917633556143,0.9924623653611426,0.25,0.24811559134028566,1.4381073546959,1.4381073546959,0.0,1.4381073546959,1.4473261562608986,1.0,1.0,0.014381073546959,0.014473261562608987,0.014473261562608987,9.218801564998651e-05,0.0,1.4473261562608986,normal,normal,neutral
2026-08-24T04:06:01.929Z,1.5989474198941505,0.75,1.1992105649206128,0.9924623653611426,0.25,0.24811559134028566,1.4473261562608986,1.4473261562608986,0.0,1.4473261562608986,1.4480686756563186,1.0,1.0,0.014473261562608987,0.014480686756563187,0.014480686756563187,7.425193954200063e-06,0.0,1.4480686756563186,normal,normal,neutral
2026-08-24T04:06:06.931Z,1.5993235853579857,0.75,1.1994926890184892,0.994303946551318,0.25,0.2485759866378295,1.4480686756563186,1.4480686756563186,0.0,1.4480686756563186,1.421439778837103,1.0,1.0,0.014480686756563187,0.01421439778837103,0.01421439778837103,0.0002662889681921566,0.0,1.421439778837103,normal,normal,neutral
2026-08-24T04:06:11.931Z,1.5638183895990314,0.75,1.1728637921992735,0.994303946551318,0.25,0.2485759866378295,1.421439778837103,1.421439778837103,0.0,1.421439778837103,1.4879124653166826,1.0,1.0,0.01421439778837103,0.014879124653166827,0.014879124653166827,0.0006647268647957966,0.0,1.4879124653166826,normal,normal,neutral
2026-08-24T04:06:16.933Z,1.652448638238471,0.75,1.2393364786788532,0.994303946551318,0.25,0.2485759866378295,1.4879124653166826,1.4879124653166826,0.0,1.4879124653166826,1.282794326742752,1.0,1.0,0.014879124653166827,0.012827943267427519,0.01282794326742752,0.002051181385739306,1.734723475976807e-18,1.282794326742752,normal,normal,neutral
2026-08-24T04:06:21.933Z,1.3789577868065634,0.75,1.0342183401049225,0.994303946551318,0.25,0.2485759866378295,1.282794326742752,1.282794326742752,0.0,1.282794326742752,1.2107649781500505,1.0,1.0,0.01282794326742752,0.012107649781500505,0.012107649781500505,0.000720293485927016,0.0,1.2107649781500505,normal,normal,neutral
2026-08-24T04:06:26.934Z,1.28365386024338,0.75,0.9627403951825351,0.9920983318700614,0.25,0.24802458296751534,1.2107649781500505,1.2107649781500505,0.0,1.2107649781500505,1.210788125949213,1.0,1.0,0.012107649781500505,0.01210788125949213,0.01210788125949213,2.314779916252896e-07,0.0,1.210788125949213,normal,normal,neutral
2026-08-24T04:06:31.936Z,1.2836847239755969,0.75,0.9627635429816976,0.9920983318700614,0.25,0.24802458296751534,1.210788125949213,1.210788125949213,0.0,1.210788125949213,1.1946241865208331,1.0,1.0,0.01210788125949213,0.011946241865208332,0.011946241865208332,0.0001616393942837982,0.0,1.1946241865208331,normal,normal,neutral
2026-08-24T04:06:36.937Z,1.2621328047377571,0.75,0.9465996035533178,0.9920983318700614,0.25,0.24802458296751534,1.1946241865208331,1.1946241865208331,0.0,1.1946241865208331,1.2204440259685518,1.0,1.0,0.011946241865208332,0.012204440259685518,0.012204440259685518,0.00025819839447718644,0.0,1.2204440259685518,normal,normal,neutral
2026-08-24T04:06:41.938Z,1.2965592573347153,0.75,0.9724194430010364,0.9920983318700614,0.25,0.24802458296751534,1.2204440259685518,1.2204440259685518,0.0,1.2204440259685518,1.247636178278088,1.0,1.0,0.012204440259685518,0.01247636178278088,0.01247636178278088,0.0002719215230953618,0.0,1.247636178278088,normal,normal,neutral
2026-08-24T04:06:46.938Z,1.3317090841176737,0.75,0.9987818130882553,0.995417460759331,0.25,0.24885436518983275,1.247636178278088,1.247636178278088,0.0,1.247636178278088,1.291294240500251,1.0,1.0,0.01247636178278088,0.01291294240500251,0.01291294240500251,0.00043658062222163077,0.0,1.291294240500251,normal,normal,neutral
2026-08-24T04:06:51.939Z,1.3899198337472243,0.75,1.0424398753104183,0.995417460759331,0.25,0.24885436518983275,1.291294240500251,1.291294240500251,0.0,1.291294240500251,1.0609822096860062,1.0,1.0,0.01291294240500251,0.010609822096860063,0.010609822096860061,0.0023031203081424496,1.734723475976807e-18,1.0609822096860062,normal,normal,neutral
2026-08-24T04:06:56.941Z,1.082837125994898,0.75,0.8121278444961735,0.995417460759331,0.25,0.24885436518983275,1.0609822096860062,1.0609822096860062,0.0,1.0609822096860062,1.0696526225886251,1.0,1.0,0.010609822096860061,0.010696526225886252,0.01069652622588625,8.670412902618899e-05,1.734723475976807e-18,1.069652622588625,normal,normal,neutral
2026-08-24T04:07:01.942Z,1.0943976765317232,0.75,0.8207982573987924,0.995417460759331,0.25,0.24885436518983275,1.0696526225886251,1.0696526225886251,0.0,1.0696526225886251,1.0982309803196757,1.0,1.0,0.01069652622588625,0.010982309803196756,0.010982309803196756,0.0002857835773105062,0.0,1.0982309803196757,normal,normal,neutral
2026-08-24T04:07:06.942Z,1.1319525343140406,0.75,0.8489644007355305,0.997066318336581,0.25,0.24926657958414525,1.0982309803196757,1.0982309803196757,0.0,1.0982309803196757,1.0982309803196757,1.0,1.0,0.010982309803196756,0.010982309803196756,0.010982309803196756,0.0,0.0,1.0982309803196757,normal,normal,neutral
